`id_pnts`,`id_sps`,`exam_priority`,`subject`,`points`
4821,2225,1,Математика,76
4822,2225,2,Физика,59
4823,2225,3,"Русский язык",69
4824,2226,1,Математика,78
4825,2226,2,"Информатика и ИКТ",64
4826,2226,3,"Русский язык",63
4827,2227,1,Математика,74
4828,2227,2,"Информатика и ИКТ",59
4829,2227,3,"Русский язык",63
4830,2228,1,Математика,80
4831,2228,2,"Информатика и ИКТ",80
4832,2228,3,"Русский язык",83
4833,2229,1,Математика,74
4834,2229,2,"Информатика и ИКТ",51
4835,2229,3,"Русский язык",55
4836,2231,1,Математика,76
4837,2231,2,"Информатика и ИКТ",85
4838,2231,3,"Русский язык",78
4839,2232,1,Математика,50
4840,2232,2,Физика,57
4841,2232,3,"Русский язык",53
4842,2234,1,Математика,80
4843,2234,2,Физика,71
4844,2234,3,"Русский язык",75
4845,2235,3,"Русский язык",86
4846,2235,4,"Индивидуальное достижение",5
4847,2236,1,Математика,74
4848,2236,2,"Информатика и ИКТ",48
4849,2236,3,"Русский язык",75
4850,2237,1,Математика,72
4851,2237,2,"Информатика и ИКТ",62
4852,2237,3,"Русский язык",63
4853,2239,1,Математика,82
4854,2239,2,"Информатика и ИКТ",64
4855,2239,3,"Русский язык",86
4856,2239,4,"Индивидуальное достижение",5
4857,2240,1,Математика,80
4858,2240,2,"Информатика и ИКТ",56
4859,2240,3,"Русский язык",78
4860,2241,1,Математика,74
4861,2241,2,Физика,59
4862,2241,3,"Русский язык",63
4863,2241,4,"Индивидуальное достижение",5
4864,2244,1,Математика,52
4865,2244,2,"Информатика и ИКТ",62
4866,2244,3,"Русский язык",78
4867,2245,1,Математика,74
4868,2245,2,Физика,49
4869,2245,3,"Русский язык",69
4870,2246,1,Математика,80
4871,2246,2,Физика,82
4872,2246,3,"Русский язык",69
4873,2247,1,Математика,40
4874,2247,2,Физика,41
4875,2247,3,"Русский язык",60
4876,2248,1,Математика,72
4877,2248,2,Физика,74
4878,2248,3,"Русский язык",64
4879,2249,1,Математика,76
4880,2249,2,"Информатика и ИКТ",46
4881,2249,3,"Русский язык",60
4882,2250,1,Математика,84
4883,2250,2,"Информатика и ИКТ",46
4884,2250,3,"Русский язык",64
4885,2253,1,Математика,64
4886,2253,2,Физика,54
4887,2253,3,"Русский язык",54
4888,2254,1,Математика,74
4889,2254,2,Физика,61
4890,2254,3,"Русский язык",66
4891,2255,1,Математика,70
4892,2255,2,"Информатика и ИКТ",70
4893,2255,3,"Русский язык",55
4894,2256,1,Математика,64
4895,2256,2,"Информатика и ИКТ",59
4896,2256,3,"Русский язык",67
4897,2257,1,Математика,88
4898,2257,2,Физика,90
4899,2257,3,"Русский язык",81
4900,2258,1,Математика,84
4901,2258,2,"Информатика и ИКТ",62
4902,2258,3,"Русский язык",73
4903,2258,4,"Индивидуальное достижение",5
4904,2259,1,Математика,82
4905,2259,2,"Информатика и ИКТ",70
4906,2259,3,"Русский язык",63
4907,2260,1,Математика,64
4908,2260,2,"Информатика и ИКТ",62
4909,2260,3,"Русский язык",63
4910,2261,1,Математика,90
4911,2261,2,"Информатика и ИКТ",80
4912,2261,3,"Русский язык",81
4913,2263,1,Математика,78
4914,2263,2,"Информатика и ИКТ",59
4915,2263,3,"Русский язык",73
4916,2264,1,Математика,72
4917,2264,2,"Информатика и ИКТ",72
4918,2264,3,"Русский язык",70
4919,2265,1,Математика,82
4920,2265,2,"Информатика и ИКТ",59
4921,2265,3,"Русский язык",75
4922,2266,1,Математика,70
4923,2266,2,Физика,54
4924,2266,3,"Русский язык",55
4925,2267,1,Математика,64
4926,2267,2,Физика,49
4927,2267,3,"Русский язык",58
4928,2268,1,Математика,70
4929,2268,2,Физика,56
4930,2268,3,"Русский язык",61
4931,2269,1,Математика,72
4932,2269,2,"Информатика и ИКТ",54
4933,2269,3,"Русский язык",67
4934,2270,1,Математика,82
4935,2270,2,Физика,65
4936,2270,3,"Русский язык",61
4937,2271,1,Математика,97
4938,2271,2,"Информатика и ИКТ",85
4939,2271,3,"Русский язык",100
4940,2271,4,"Индивидуальное достижение",5
4941,2272,1,Математика,72
4942,2272,2,"Информатика и ИКТ",59
4943,2272,3,"Русский язык",63
4944,2273,1,Математика,80
4945,2273,2,"Информатика и ИКТ",64
4946,2273,3,"Русский язык",78
4947,2273,4,"Индивидуальное достижение",5
4948,2274,1,Математика,80
4949,2274,2,"Информатика и ИКТ",83
4950,2274,3,"Русский язык",86
4951,2275,1,Математика,76
4952,2275,2,Физика,61
4953,2275,3,"Русский язык",81
4954,2277,1,Математика,64
4955,2277,2,"Информатика и ИКТ",56
4956,2277,3,"Русский язык",81
4957,2278,1,Математика,72
4958,2278,2,"Информатика и ИКТ",59
4959,2278,3,"Русский язык",73
4960,2278,4,"Индивидуальное достижение",5
4961,2279,1,Математика,64
4962,2279,2,"Информатика и ИКТ",64
4963,2279,3,"Русский язык",64
4964,2280,1,Математика,80
4965,2280,2,Физика,70
4966,2280,3,"Русский язык",67
4967,2281,1,Математика,66
4968,2281,2,"Информатика и ИКТ",56
4969,2281,3,"Русский язык",73
4970,2282,1,Математика,70
4971,2282,2,"Информатика и ИКТ",59
4972,2282,3,"Русский язык",63
4973,2282,4,"Индивидуальное достижение",10
4974,2283,1,Математика,70
4975,2283,2,"Информатика и ИКТ",70
4976,2283,3,"Русский язык",81
4977,2284,1,Математика,84
4978,2284,2,"Информатика и ИКТ",64
4979,2284,3,"Русский язык",66
4980,2285,1,Математика,72
4981,2285,2,"Информатика и ИКТ",59
4982,2285,3,"Русский язык",51
4983,2286,1,Математика,74
4984,2286,2,"Информатика и ИКТ",51
4985,2286,3,"Русский язык",61
4986,2287,2,"Информатика и ИКТ",90
4987,2287,3,"Русский язык",91
4988,2288,4,"Индивидуальное достижение",5
4989,2289,1,Математика,58
4990,2289,2,Физика,51
4991,2289,3,"Русский язык",46
4992,2291,1,Математика,72
4993,2291,2,"Информатика и ИКТ",78
4994,2291,3,"Русский язык",72
4995,2292,1,Математика,76
4996,2292,2,Физика,46
4997,2292,3,"Русский язык",54
4998,2293,1,Математика,76
4999,2293,2,"Информатика и ИКТ",56
5000,2293,3,"Русский язык",70
5001,2294,1,Математика,64
5002,2294,2,Физика,59
5003,2294,3,"Русский язык",63
5004,2295,1,Математика,70
5005,2295,2,"Информатика и ИКТ",48
5006,2295,3,"Русский язык",78
5007,2295,4,"Индивидуальное достижение",5
5008,2296,1,Математика,72
5009,2296,2,Физика,68
5010,2296,3,"Русский язык",67
5011,2297,1,Математика,70
5012,2297,2,"Информатика и ИКТ",46
5013,2297,3,"Русский язык",75
5014,2298,1,Математика,70
5015,2298,2,Физика,64
5016,2298,3,"Русский язык",69
5017,2299,1,Математика,64
5018,2299,2,Физика,53
5019,2299,3,"Русский язык",63
5020,2301,1,Математика,74
5021,2301,2,"Информатика и ИКТ",70
5022,2301,3,"Русский язык",67
5023,2303,1,Математика,64
5024,2303,2,"Информатика и ИКТ",54
5025,2303,3,"Русский язык",69
5026,2304,1,Математика,70
5027,2304,2,"Информатика и ИКТ",54
5028,2304,3,"Русский язык",58
5029,2305,1,Математика,72
5030,2305,2,Физика,62
5031,2305,3,"Русский язык",51
5032,2306,1,Математика,80
5033,2306,2,"Информатика и ИКТ",72
5034,2306,3,"Русский язык",72
5035,2306,4,"Индивидуальное достижение",5
5036,2307,3,"Русский язык",70
5037,2308,1,Математика,74
5038,2308,2,"Информатика и ИКТ",59
5039,2308,3,"Русский язык",73
5040,2309,1,Математика,76
5041,2309,2,"Информатика и ИКТ",48
5042,2309,3,"Русский язык",73
5043,2309,4,"Индивидуальное достижение",10
5044,2310,1,Математика,80
5045,2310,2,"Информатика и ИКТ",70
5046,2310,3,"Русский язык",78
5047,2311,1,Математика,72
5048,2311,2,"Информатика и ИКТ",51
5049,2311,3,"Русский язык",69
5050,2312,1,Математика,78
5051,2312,2,"Информатика и ИКТ",85
5052,2312,3,"Русский язык",78
5053,2313,1,Математика,72
5054,2313,2,"Информатика и ИКТ",54
5055,2313,3,"Русский язык",83
5056,2313,4,"Индивидуальное достижение",5
5057,2314,1,Математика,70
5058,2314,2,"Информатика и ИКТ",59
5059,2314,3,"Русский язык",66
5060,2315,1,Математика,46
5061,2315,2,Физика,49
5062,2315,3,"Русский язык",66
5063,2316,1,Математика,76
5064,2316,2,Физика,73
5065,2316,3,"Русский язык",70
5066,2316,4,"Индивидуальное достижение",5
5067,2317,1,Математика,82
5068,2317,2,Физика,84
5069,2317,3,"Русский язык",78
5070,2318,1,Математика,80
5071,2318,2,Физика,71
5072,2318,3,"Русский язык",97
5073,2318,4,"Индивидуальное достижение",5
5074,2319,1,Математика,74
5075,2319,2,"Информатика и ИКТ",78
5076,2319,3,"Русский язык",63
5077,2320,1,Математика,84
5078,2320,2,"Информатика и ИКТ",80
5079,2320,3,"Русский язык",81
5080,2321,1,Математика,70
5081,2321,2,"Информатика и ИКТ",59
5082,2321,3,"Русский язык",57
5083,2322,1,Математика,58
5084,2322,2,"Информатика и ИКТ",67
5085,2322,3,"Русский язык",57
5086,2323,1,Математика,76
5087,2323,2,"Информатика и ИКТ",70
5088,2323,3,"Русский язык",61
5089,2324,1,Математика,74
5090,2324,2,Биология,77
5091,2324,3,"Русский язык",75
5092,2325,1,Математика,64
5093,2325,2,Биология,71
5094,2325,3,"Русский язык",86
5095,2325,4,"Индивидуальное достижение",5
5096,2326,1,Математика,74
5097,2326,2,"Информатика и ИКТ",46
5098,2326,3,"Русский язык",46
5099,2327,1,Математика,86
5100,2327,2,Физика,82
5101,2327,3,"Русский язык",86
5102,2328,1,Математика,72
5103,2328,2,Биология,45
5104,2328,3,"Русский язык",69
5105,2329,3,"Русский язык",70
5106,2330,1,Математика,76
5107,2330,2,"Информатика и ИКТ",56
5108,2330,3,"Русский язык",66
5109,2331,1,Математика,70
5110,2331,2,Биология,77
5111,2331,3,"Русский язык",70
5112,2332,1,Математика,70
5113,2332,2,Биология,60
5114,2332,3,"Русский язык",66
5115,2333,1,Математика,72
5116,2333,2,Биология,50
5117,2333,3,"Русский язык",75
5118,2334,1,Математика,74
5119,2334,2,Биология,55
5120,2334,3,"Русский язык",66
5121,2335,1,Математика,84
5122,2335,2,Физика,79
5123,2335,3,"Русский язык",60
5124,2336,1,Математика,76
5125,2336,2,Физика,59
5126,2336,3,"Русский язык",69
5127,2337,1,Математика,70
5128,2337,2,"Информатика и ИКТ",70
5129,2337,3,"Русский язык",72
5130,2338,1,Математика,80
5131,2338,2,Биология,72
5132,2338,3,"Русский язык",54
5133,2339,1,Математика,40
5134,2339,2,Биология,68
5135,2339,3,"Русский язык",70
5136,2340,2,Биология,40
5137,2340,3,"Русский язык",40
5138,2342,2,Биология,77
5139,2342,3,"Русский язык",78
5140,2342,4,"Индивидуальное достижение",5
5141,2343,1,Математика,80
5142,2343,2,"Информатика и ИКТ",62
5143,2343,3,"Русский язык",72
5144,2344,1,Математика,78
5145,2344,2,Физика,68
5146,2344,3,"Русский язык",81
5147,2344,4,"Индивидуальное достижение",5
5148,2345,1,Математика,58
5149,2345,2,Биология,65
5150,2345,3,"Русский язык",69
5151,2347,1,Математика,74
5152,2347,2,Физика,49
5153,2347,3,"Русский язык",69
5154,2348,1,Математика,90
5155,2348,2,Физика,96
5156,2348,3,"Русский язык",97
5157,2348,4,"Индивидуальное достижение",5
5158,2350,1,Математика,70
5159,2350,2,"Информатика и ИКТ",46
5160,2350,3,"Русский язык",43
5161,2351,1,Математика,82
5162,2351,2,"Информатика и ИКТ",70
5163,2351,3,"Русский язык",75
5164,2351,4,"Индивидуальное достижение",5
5165,2352,1,Математика,64
5166,2352,2,Физика,67
5167,2352,3,"Русский язык",54
5168,2353,1,Математика,84
5169,2353,2,Физика,70
5170,2353,3,"Русский язык",97
5171,2355,1,Математика,70
5172,2355,2,Биология,48
5173,2355,3,"Русский язык",75
5174,2356,1,Математика,64
5175,2356,2,Физика,56
5176,2356,3,"Русский язык",43
5177,2357,4,"Индивидуальное достижение",5
5178,2358,1,Математика,76
5179,2358,2,Биология,71
5180,2358,3,"Русский язык",72
5181,2359,4,"Индивидуальное достижение",5
5182,2360,1,Математика,78
5183,2360,2,Физика,65
5184,2360,3,"Русский язык",89
5185,2361,3,"Русский язык",57
5186,2362,1,Математика,52
5187,2362,2,Физика,51
5188,2362,3,"Русский язык",51
5189,2363,2,Биология,71
5190,2363,3,"Русский язык",73
5191,2365,1,Математика,64
5192,2365,2,Физика,54
5193,2365,3,"Русский язык",52
5194,2366,1,Математика,76
5195,2366,2,"Информатика и ИКТ",67
5196,2366,3,"Русский язык",73
5197,2366,4,"Индивидуальное достижение",5
5198,2367,1,Математика,74
5199,2367,2,Биология,71
5200,2367,3,"Русский язык",72
5201,2368,1,Математика,72
5202,2368,2,Биология,74
5203,2368,3,"Русский язык",78
5204,2369,1,Математика,70
5205,2369,2,Биология,61
5206,2369,3,"Русский язык",58
5207,2370,1,Математика,64
5208,2370,2,Биология,86
5209,2370,3,"Русский язык",72
5210,2371,1,Математика,70
5211,2371,2,Физика,58
5212,2371,3,"Русский язык",60
5213,2374,1,Математика,46
5214,2374,2,Биология,70
5215,2374,3,"Русский язык",73
5216,2375,1,Математика,72
5217,2375,2,Биология,66
5218,2375,3,"Русский язык",60
5219,2375,4,"Индивидуальное достижение",5
5220,2376,1,Математика,74
5221,2376,2,"Информатика и ИКТ",64
5222,2376,3,"Русский язык",87
5223,2378,1,Математика,86
5224,2378,2,Биология,68
5225,2378,3,"Русский язык",75
5226,2378,4,"Индивидуальное достижение",5
5227,2379,1,Математика,82
5228,2379,2,Физика,70
5229,2379,3,"Русский язык",73
5230,2379,4,"Индивидуальное достижение",5
5231,2380,1,Математика,78
5232,2380,2,Биология,70
5233,2380,3,"Русский язык",75
5234,2381,1,Математика,70
5235,2381,2,Физика,54
5236,2381,3,"Русский язык",70
5237,2382,1,Математика,72
5238,2382,2,Физика,68
5239,2382,3,"Русский язык",67
5240,2383,1,Математика,84
5241,2383,2,Биология,91
5242,2383,3,"Русский язык",83
5243,2383,4,"Индивидуальное достижение",5
5244,2386,1,Математика,70
5245,2386,2,"Информатика и ИКТ",54
5246,2386,3,"Русский язык",73
5247,2387,1,Математика,70
5248,2387,2,"Информатика и ИКТ",51
5249,2387,3,"Русский язык",70
5250,2388,3,"Русский язык",75
5251,2389,1,Математика,72
5252,2389,2,Биология,66
5253,2389,3,"Русский язык",69
5254,2389,4,"Индивидуальное достижение",5
5255,2390,1,Математика,78
5256,2390,2,Физика,54
5257,2390,3,"Русский язык",94
5258,2390,4,"Индивидуальное достижение",5
5259,2392,1,Математика,86
5260,2392,2,Биология,66
5261,2392,3,"Русский язык",66
5262,2393,1,Математика,70
5263,2393,2,"Информатика и ИКТ",46
5264,2393,3,"Русский язык",63
5265,2394,4,"Индивидуальное достижение",5
5266,2395,1,Математика,58
5267,2395,2,"Информатика и ИКТ",67
5268,2395,3,"Русский язык",57
5269,2396,1,Математика,46
5270,2396,2,"Информатика и ИКТ",0
5271,2396,3,"Русский язык",51
5272,2397,1,Математика,86
5273,2397,2,Физика,88
5274,2397,3,"Русский язык",86
5275,2397,4,"Индивидуальное достижение",5
5276,2399,1,Математика,74
5277,2399,2,Физика,46
5278,2399,3,"Русский язык",57
5279,2400,1,Математика,58
5280,2400,2,"Информатика и ИКТ",46
5281,2400,3,"Русский язык",52
5282,2404,1,Математика,0
5283,2404,2,Физика,46
5284,2404,3,"Русский язык",51
5285,2405,1,Математика,72
5286,2405,2,Физика,48
5287,2405,3,"Русский язык",67
5288,2407,1,Математика,74
5289,2407,2,"Информатика и ИКТ",54
5290,2407,3,"Русский язык",57
5291,2408,1,Математика,70
5292,2408,2,Физика,61
5293,2408,3,"Русский язык",60
5294,2409,1,Математика,70
5295,2409,2,"Информатика и ИКТ",64
5296,2409,3,"Русский язык",51
5297,2411,1,Математика,58
5298,2411,2,"Информатика и ИКТ",59
5299,2411,3,"Русский язык",57
5300,2415,1,Математика,46
5301,2415,2,Физика,41
5302,2415,3,"Русский язык",49
5303,2417,1,Математика,72
5304,2417,2,Физика,48
5305,2417,3,"Русский язык",66
5306,2418,1,Математика,40
5307,2418,2,"Информатика и ИКТ",0
5308,2418,3,"Русский язык",49
5309,2419,1,Математика,70
5310,2419,2,Физика,54
5311,2419,3,"Русский язык",60
5312,2420,1,Математика,74
5313,2420,2,Физика,53
5314,2420,3,"Русский язык",70
5315,2422,1,Математика,76
5316,2422,2,"Информатика и ИКТ",75
5317,2422,3,"Русский язык",72
5318,2423,1,Математика,58
5319,2423,2,Физика,53
5320,2423,3,"Русский язык",60
5321,2424,1,Математика,86
5322,2424,2,Физика,82
5323,2424,3,"Русский язык",86
5324,2425,1,Математика,78
5325,2425,2,Физика,65
5326,2425,3,"Русский язык",57
5327,2426,1,Математика,74
5328,2426,2,Физика,46
5329,2426,3,"Русский язык",57
5330,2427,1,Математика,0
5331,2427,2,Физика,54
5332,2427,3,"Русский язык",45
5333,2429,1,Математика,72
5334,2429,2,Физика,53
5335,2429,3,"Русский язык",67
5336,2429,4,"Индивидуальное достижение",5
5337,2430,1,Математика,84
5338,2430,2,Физика,79
5339,2430,3,"Русский язык",66
5340,2431,1,Математика,58
5341,2431,2,"Информатика и ИКТ",54
5342,2431,3,"Русский язык",69
5343,2432,1,Математика,70
5344,2432,2,Физика,64
5345,2432,3,"Русский язык",69
5346,2434,1,Математика,64
5347,2434,2,Физика,39
5348,2434,3,"Русский язык",46
5349,2435,1,Математика,76
5350,2435,2,Физика,59
5351,2435,3,"Русский язык",69
5352,2436,1,Математика,52
5353,2436,2,Физика,59
5354,2436,3,"Русский язык",46
5355,2437,1,Математика,86
5356,2437,2,Физика,79
5357,2437,3,"Русский язык",83
5358,2437,4,"Индивидуальное достижение",5
5359,2438,1,Математика,76
5360,2438,2,"Информатика и ИКТ",85
5361,2438,3,"Русский язык",78
5362,2439,1,Математика,82
5363,2439,2,Физика,58
5364,2439,3,"Русский язык",66
5365,2441,1,Математика,72
5366,2441,2,"Информатика и ИКТ",62
5367,2441,3,"Русский язык",63
5368,2442,4,"Индивидуальное достижение",5
5369,2444,1,Математика,52
5370,2444,2,"Информатика и ИКТ",62
5371,2444,3,"Русский язык",78
5372,2445,1,Математика,40
5373,2445,2,Физика,41
5374,2445,3,"Русский язык",60
5375,2446,1,Математика,72
5376,2446,2,Физика,74
5377,2446,3,"Русский язык",64
5378,2448,1,Математика,64
5379,2448,2,Физика,54
5380,2448,3,"Русский язык",54
5381,2449,1,Математика,74
5382,2449,2,Физика,61
5383,2449,3,"Русский язык",66
5384,2450,1,Математика,70
5385,2450,2,"Информатика и ИКТ",70
5386,2450,3,"Русский язык",55
5387,2451,1,Математика,64
5388,2451,2,"Информатика и ИКТ",59
5389,2451,3,"Русский язык",67
5390,2452,1,Математика,88
5391,2452,2,Физика,90
5392,2452,3,"Русский язык",81
5393,2453,1,Математика,64
5394,2453,2,Физика,61
5395,2453,3,"Русский язык",63
5396,2454,1,Математика,64
5397,2454,2,Физика,56
5398,2454,3,"Русский язык",43
5399,2456,1,Математика,70
5400,2456,2,Физика,54
5401,2456,3,"Русский язык",55
5402,2457,1,Математика,70
5403,2457,2,Физика,56
5404,2457,3,"Русский язык",61
5405,2458,1,Математика,52
5406,2458,2,Физика,51
5407,2458,3,"Русский язык",51
5408,2459,1,Математика,58
5409,2459,2,Физика,53
5410,2459,3,"Русский язык",46
5411,2460,1,Математика,72
5412,2460,2,"Информатика и ИКТ",59
5413,2460,3,"Русский язык",63
5414,2461,1,Математика,80
5415,2461,2,"Информатика и ИКТ",64
5416,2461,3,"Русский язык",78
5417,2461,4,"Индивидуальное достижение",5
5418,2462,1,Математика,52
5419,2462,2,"Информатика и ИКТ",48
5420,2462,3,"Русский язык",49
5421,2463,1,Математика,84
5422,2463,2,"Информатика и ИКТ",64
5423,2463,3,"Русский язык",66
5424,2464,1,Математика,58
5425,2464,2,Физика,65
5426,2464,3,"Русский язык",64
5427,2465,1,Математика,58
5428,2465,2,Физика,49
5429,2465,3,"Русский язык",57
5430,2466,1,Математика,58
5431,2466,2,Физика,51
5432,2466,3,"Русский язык",46
5433,2467,1,Математика,76
5434,2467,2,"Информатика и ИКТ",56
5435,2467,3,"Русский язык",70
5436,2468,1,Математика,72
5437,2468,2,Физика,59
5438,2468,3,"Русский язык",67
5439,2469,1,Математика,82
5440,2469,2,Физика,70
5441,2469,3,"Русский язык",73
5442,2469,4,"Индивидуальное достижение",5
5443,2470,1,Математика,74
5444,2470,2,Физика,59
5445,2470,3,"Русский язык",60
5446,2471,1,Математика,70
5447,2471,2,Физика,54
5448,2471,3,"Русский язык",70
5449,2472,1,Математика,72
5450,2472,2,Физика,68
5451,2472,3,"Русский язык",67
5452,2473,1,Математика,70
5453,2473,2,Физика,64
5454,2473,3,"Русский язык",69
5455,2474,1,Математика,80
5456,2474,2,Физика,65
5457,2474,3,"Русский язык",73
5458,2475,3,"Русский язык",75
5459,2476,1,Математика,72
5460,2476,2,"Информатика и ИКТ",59
5461,2476,3,"Русский язык",75
5462,2476,4,"Индивидуальное достижение",5
5463,2477,1,Математика,52
5464,2477,2,Физика,76
5465,2477,3,"Русский язык",52
5466,2478,1,Математика,46
5467,2478,2,Физика,49
5468,2478,3,"Русский язык",66
5469,2479,1,Математика,70
5470,2479,2,Физика,65
5471,2479,3,"Русский язык",69
5472,2480,1,Математика,58
5473,2480,2,"Информатика и ИКТ",67
5474,2480,3,"Русский язык",57
5475,2482,2,Обществознание,52
5476,2482,3,"Русский язык",54
5477,2484,3,"Русский язык",43
5478,2485,2,Литература,84
5479,2485,3,"Русский язык",67
5480,2487,2,Литература,55
5481,2487,3,"Русский язык",69
5482,2488,2,Обществознание,60
5483,2488,3,"Русский язык",52
5484,2489,4,"Индивидуальное достижение",5
5485,2490,2,Обществознание,73
5486,2490,3,"Русский язык",81
5487,2491,2,Литература,58
5488,2493,2,Литература,55
5489,2493,3,"Русский язык",63
5490,2493,4,"Индивидуальное достижение",5
5491,2495,2,Обществознание,67
5492,2495,3,"Русский язык",66
5493,2495,4,"Индивидуальное достижение",5
5494,2496,2,Обществознание,49
5495,2496,3,"Русский язык",61
5496,2497,2,Обществознание,59
5497,2497,3,"Русский язык",48
5498,2498,2,Литература,82
5499,2498,3,"Русский язык",78
5500,2499,2,Обществознание,56
5501,2499,3,"Русский язык",86
5502,2500,2,Обществознание,64
5503,2500,3,"Русский язык",69
5504,2501,2,Обществознание,62
5505,2501,3,"Русский язык",70
5506,2502,2,Обществознание,81
5507,2502,3,"Русский язык",75
5508,2503,2,Обществознание,71
5509,2503,3,"Русский язык",64
5510,2504,2,Обществознание,81
5511,2504,3,"Русский язык",91
5512,2504,4,"Индивидуальное достижение",5
5513,2505,1,"Немецкий язык",64
5514,2505,2,Обществознание,73
5515,2505,3,"Русский язык",75
5516,2506,2,Обществознание,85
5517,2506,3,"Русский язык",83
5518,2506,4,"Индивидуальное достижение",5
5519,2507,2,Обществознание,57
5520,2507,3,"Русский язык",73
5521,2508,1,Математика,78
5522,2508,2,"Информатика и ИКТ",64
5523,2508,3,"Русский язык",75
5524,2509,1,Математика,70
5525,2509,2,"Информатика и ИКТ",64
5526,2509,3,"Русский язык",69
5527,2510,1,Математика,82
5528,2510,2,"Информатика и ИКТ",90
5529,2510,3,"Русский язык",72
5530,2513,1,Математика,64
5531,2513,2,"Информатика и ИКТ",54
5532,2513,3,"Русский язык",64
5533,2515,1,Математика,84
5534,2515,2,"Информатика и ИКТ",78
5535,2515,3,"Русский язык",91
5536,2516,1,Математика,76
5537,2516,2,"Информатика и ИКТ",67
5538,2516,3,"Русский язык",73
5539,2517,1,Математика,82
5540,2517,2,"Информатика и ИКТ",51
5541,2517,3,"Русский язык",89
5542,2518,1,Математика,80
5543,2518,2,"Информатика и ИКТ",64
5544,2518,3,"Русский язык",70
5545,2519,1,Математика,92
5546,2519,2,"Информатика и ИКТ",83
5547,2519,3,"Русский язык",86
5548,2519,4,"Индивидуальное достижение",5
5549,2521,1,Математика,52
5550,2521,2,"Информатика и ИКТ",0
5551,2521,3,"Русский язык",67
5552,2522,1,Математика,70
5553,2522,2,"Информатика и ИКТ",62
5554,2522,3,"Русский язык",61
5555,2523,1,Математика,90
5556,2523,2,"Информатика и ИКТ",88
5557,2523,3,"Русский язык",94
5558,2523,4,"Индивидуальное достижение",8
5559,2524,1,Математика,86
5560,2524,2,"Информатика и ИКТ",88
5561,2524,3,"Русский язык",83
5562,2524,4,"Индивидуальное достижение",5
5563,2525,1,Математика,74
5564,2525,2,"Информатика и ИКТ",67
5565,2525,3,"Русский язык",72
5566,2526,1,Математика,76
5567,2526,2,"Информатика и ИКТ",56
5568,2526,3,"Русский язык",61
5569,2528,1,Математика,82
5570,2528,2,"Информатика и ИКТ",62
5571,2528,3,"Русский язык",72
5572,2528,4,"Индивидуальное достижение",5
5573,2530,1,Математика,72
5574,2530,2,"Информатика и ИКТ",59
5575,2530,3,"Русский язык",55
5576,2532,1,Математика,72
5577,2532,2,"Информатика и ИКТ",48
5578,2532,3,"Русский язык",78
5579,2533,1,Математика,70
5580,2533,2,"Информатика и ИКТ",51
5581,2533,3,"Русский язык",64
5582,2534,1,Математика,70
5583,2534,2,"Информатика и ИКТ",67
5584,2534,3,"Русский язык",72
5585,2534,4,"Индивидуальное достижение",10
5586,2535,1,Математика,64
5587,2535,2,"Информатика и ИКТ",64
5588,2535,3,"Русский язык",73
5589,2536,1,Математика,70
5590,2536,2,"Информатика и ИКТ",75
5591,2536,3,"Русский язык",66
5592,2538,1,Математика,78
5593,2538,2,"Информатика и ИКТ",78
5594,2538,3,"Русский язык",89
5595,2539,1,Математика,72
5596,2539,2,"Информатика и ИКТ",88
5597,2539,3,"Русский язык",72
5598,2540,1,Математика,84
5599,2540,2,"Информатика и ИКТ",80
5600,2540,3,"Русский язык",66
5601,2541,1,Математика,80
5602,2541,2,"Информатика и ИКТ",62
5603,2541,3,"Русский язык",75
5604,2541,4,"Индивидуальное достижение",5
5605,2542,1,Математика,76
5606,2542,2,"Информатика и ИКТ",56
5607,2542,3,"Русский язык",67
5608,2544,1,Математика,64
5609,2544,2,"Информатика и ИКТ",70
5610,2544,3,"Русский язык",57
5611,2546,1,Математика,78
5612,2546,2,"Информатика и ИКТ",64
5613,2546,3,"Русский язык",63
5614,2547,1,Математика,46
5615,2547,3,"Русский язык",61
5616,2548,1,Математика,95
5617,2548,2,"Информатика и ИКТ",93
5618,2548,3,"Русский язык",100
5619,2548,4,"Индивидуальное достижение",5
5620,2549,1,Математика,46
5621,2549,2,"Информатика и ИКТ",0
5622,2549,3,"Русский язык",52
5623,2550,1,Математика,74
5624,2550,2,"Информатика и ИКТ",59
5625,2550,3,"Русский язык",63
5626,2551,1,Математика,64
5627,2551,2,"Информатика и ИКТ",62
5628,2551,3,"Русский язык",73
5629,2552,1,Математика,80
5630,2552,2,"Информатика и ИКТ",80
5631,2552,3,"Русский язык",83
5632,2553,1,Математика,97
5633,2553,2,"Информатика и ИКТ",98
5634,2553,3,"Русский язык",97
5635,2553,4,"Индивидуальное достижение",5
5636,2554,1,Математика,64
5637,2554,2,"Информатика и ИКТ",64
5638,2554,3,"Русский язык",46
5639,2556,1,Математика,76
5640,2556,2,"Информатика и ИКТ",85
5641,2556,3,"Русский язык",78
5642,2557,1,Математика,76
5643,2557,2,"Информатика и ИКТ",54
5644,2557,3,"Русский язык",57
5645,2558,1,Математика,74
5646,2558,2,"Информатика и ИКТ",75
5647,2558,3,"Русский язык",55
5648,2559,1,Математика,78
5649,2559,2,"Информатика и ИКТ",78
5650,2559,3,"Русский язык",94
5651,2559,4,"Индивидуальное достижение",5
5652,2560,4,"Индивидуальное достижение",5
5653,2561,1,Математика,74
