`id_spec`,`id_grp`,`title`
707,1854,Биология
708,1858,География
709,1872,"Математическое образование"
710,1886,Физика
711,1945,Музыка
712,1948,"Филологическое образование"
713,1991,"Начальное образование"
714,1993,"Дошкольное образование"
715,1996,Технология
716,2021,"Физическая культура"
717,2026,"Дошкольное образование"
718,2028,"Биология и экология в системе общего и профессионального образования"
719,2030,"Биология и экология в системе общего и профессионального образования"
720,2032,"Биология и экология в системе общего и профессионального образования"
721,2037,"Физическая культура"
722,2060,"Методология исторического образования"
723,2120,"Развитие личности средствами искусства"
724,2143,"Начальное образование"
725,2144,"Менеджмент дошкольного образования"
726,2147,"Образование взрослых"
727,2148,"Педагогика одаренности"
728,2176,"Методология исторического образования"
729,2206,"Развитие личности средствами искусства"
730,2220,"Менеджмент дошкольного образования"
731,2221,"Начальное образование"
732,2233,"Образование взрослых"
733,2234,"Педагогика одаренности"
734,2255,"Иностранные языки в контексте современной культуры"
735,2262,"Управление образовательными организациями"
736,2352,"Математическое образование"
737,2353,"Профессионально ориентированное обучение математике"
738,2364,"Педагогика одаренности"
739,2365,"Образование взрослых"
740,2366,"Развитие личности средствами искусства"
741,2368,"Менеджмент дошкольного образования"
742,2369,"Начальное образование"
743,2373,"Методология исторического образования"
744,2378,"Физическая культура"
745,2379,"Физическая культура"
746,1196,"Физическая культура. Безопасность жизнедеятельности"
747,1197,"Начальное и дошкольное образование"
748,1198,"Биология и химия"
749,1200,"Филологическое и историческое образование"
750,1421,"Филологическое и историческое образование"
751,1427,"Биология и химия"
752,1429,"Начальное и дошкольное образование"
753,1431,"Физическая культура. Безопасность жизнедеятельности"
754,1456,"Физическая культура. Безопасность жизнедеятельности"
755,1459,"Начальное и дошкольное образование"
756,1463,"Биология и химия"
757,1476,"Филологическое и историческое образование"
758,1692,"Филологическое и историческое образование"
759,1695,"Биология и химия"
760,1696,"Начальное и дошкольное образование"
761,1699,"Физическая культура. Безопасность жизнедеятельности"
762,1717,"Физическая культура. Безопасность жизнедеятельности"
763,1720,"Начальное и дошкольное образование"
764,1723,"Биология и химия"
765,1743,"Филологическое и историческое образование"
766,1923,"Физическая культура. Безопасность жизнедеятельности"
767,1925,"Начальное и дошкольное образование"
768,1927,"Биология и химия"
769,1932,"Филологическое и историческое образование"
770,1181,"Геология нефти и газа"
771,1314,"Геология нефти и газа"
772,1447,"Геология нефти и газа"
773,1581,"Геология нефти и газа"
774,1726,"Геология нефти и газа"
775,1864,"Геология нефти и газа"
776,1714,"Прикладная метеорология"
777,1859,"Прикладная метеорология"
778,1203,"Прикладная информатика в экономике"
779,1240,"Прикладная информатика в социологии"
780,1320,"Прикладная информатика в экономике"
781,1321,"Прикладная информатика в социологии"
782,1569,"Прикладная информатика в экономике"
783,1571,"Прикладная информатика в социологии"
784,1587,"Прикладная информатика в экономике"
785,1608,"Прикладная информатика в социологии"
786,1732,"Прикладная информатика в экономике"
787,1733,"Прикладная информатика в социологии"
788,1873,"Прикладная информатика в экономике"
789,1891,"Прикладная информатика в социологии"
790,2264,"Прикладная информатика в экономике"
791,1296,"Разработка программно-информационных систем"
792,1357,"Разработка программно-информационных систем"
793,1498,"Разработка программно-информационных систем"
794,1623,"Разработка программно-информационных систем"
795,1793,"Разработка программно-информационных систем"
796,1913,"Разработка программно-информационных систем"
797,1195,"Практическая психология образования"
798,1265,"Психология образования и социальной сферы"
799,1267,"Психология и социальная педагогика"
800,1383,"Практическая психология образования"
801,1384,"Психология образования и социальной сферы"
802,1385,"Психология и социальная педагогика"
803,1450,"Практическая психология образования"
804,1530,"Психология образования и социальной сферы"
805,1570,"Психология и социальная педагогика"
806,1652,"Психология и социальная педагогика"
807,1653,"Психология образования и социальной сферы"
808,1701,"Практическая психология образования"
809,1705,"Практическая психология образования"
810,1764,"Психолого-педагогическое сопровождение образовательной деятельности"
811,1839,"Психология образования и социальной сферы"
812,1841,"Психология и социальная педагогика"
813,1921,"Практическая психология образования"
814,1935,"Психолого-педагогическое сопровождение образовательной деятельности"
815,1985,"Психология образования и социальной сферы"
816,1987,"Психология и социальная педагогика"
817,2137,"Психология образования и социальных взаимодействий"
818,2149,"Педагогическая инноватика и рискология"
819,2225,"Психология образования и социальных взаимодействий"
820,2237,"Педагогическая инноватика и рискология"
821,2260,"Педагогическая психология"
822,2261,"Диагностика и коррекция психического развития"
823,2363,"Педагогическая инноватика и рискология"
824,2370,"Психология образования и социальных взаимодействий"
825,2362,"Реклама и связи с общественностью"
826,1254,"Бизнес-процессы на предприятиях сервиса"
827,1397,"Бизнес-процессы на предприятиях сервиса"
828,1542,"Бизнес-процессы на предприятиях сервиса"
829,1664,"Бизнес-процессы на предприятиях сервиса"
830,1833,"Бизнес-процессы на предприятиях сервиса"
831,1967,"Бизнес-процессы на предприятиях сервиса"
832,2049,"Инновационный сервис"
833,2375,"Инновационный сервис"
834,2344,"Социология политики"
835,2346,"Социология политики"
836,2347,"Социология молодёжной политики"
837,2348,"Социология регионального развития"
838,2349,"Социология социальной работы"
839,2350,Демография
840,2351,"Социология конфликта"
841,1199,Логопедия
842,1263,Логопедия
843,1389,Логопедия
844,1390,Логопедия
845,1452,Логопедия
846,1535,Логопедия
847,1655,Логопедия
848,1700,Логопедия
849,1709,Логопедия
850,1843,Логопедия
851,1844,"Дошкольная дефектология"
852,1847,Олигофренопедагогика
853,1848,Олигофренопедагогика
854,1849,Олигофренопедагогика
855,1850,Олигофренопедагогика
856,1851,Олигофренопедагогика
857,1920,Логопедия
858,1977,"Дошкольная дефектология"
859,1978,Олигофренопедагогика
860,1982,Логопедия
861,2134,"Психологическое сопровождение образования и реабилитации лиц с ограниченными возможностями здоровья"
862,2230,"Психологическое сопровождение образования и реабилитации лиц с ограниченными возможностями здоровья"
863,2258,Логопедия
864,2259,Дефектология
865,2371,"Психологическое сопровождение образования и реабилитации лиц с ограниченными возможностями здоровья"
866,2052,"Инновационный туризм"
867,2374,"Инновационный туризм"
868,2024,"Системы менеджмента качества инновационных организаций"
869,2025,"Системы менеджмента качества инновационных организаций"
870,2389,"Менеджмент качества в инженерной и образовательной деятельности"
871,1824,"Физкультурно-оздоровительные технологии"
872,2020,"Физическая культура"
873,2251,"Физкультурно-оздоровительные технологии"
874,2376,"Физкультурно-оздоровительные технологии"
875,2377,"Физкультурно-оздоровительные технологии"
876,1228,"Отечественная филология (Русский язык и литература)"
877,1435,"Отечественная филология (Русский язык и литература)"
878,1554,"Отечественная филология (Русский язык и литература)"
879,1674,"Отечественная филология (Русский язык и литература)"
880,1852,"Отечественная филология (Русский язык и литература)"
881,1956,"Отечественная филология (Русский язык и литература)"
882,1770,"Искусство современного танца"
883,1938,"Искусство современного танца"
884,2130,"Аналитика предпринимательства"
885,2132,"Управление проектами государственно-частного партнерства"
886,2218,"Управление проектами государственно-частного партнерства"
887,2257,"Финансовое планирование"
888,2354,"Управление проектами государственно-частного партнерства"
889,2355,"Аналитика предпринимательства"
890,2122,"Правовое сопровождение бизнеса"
891,2124,"Правовое обеспечение деятельности органов публичной власти"
892,2210,"Правовое обеспечение деятельности органов публичной власти"
893,2256,"Прикладная юриспруденция"
894,2357,"Уголовное право и процесс"
895,2358,"Уголовное право и процесс"
896,2359,"Уголовное право и процесс"
897,2360,"Правовое сопровождение бизнеса"
898,2361,"Правовое обеспечение деятельности органов публичной власти"
899,2036,"Общая биология"
900,2041,"Общая биология"
901,2043,"Структура и функционирование экосистем"
902,2045,"Структура и функционирование экосистем"
903,2048,"Структура и функционирование экосистем"
904,1761,"Публичная деятельность органов государственной и муниципальной власти"
905,1933,"Публичная деятельность органов государственной и муниципальной власти"
906,2253,"Миграционные отношения"
907,1762,"Управление организациями производственной и социальной сфер"
908,1934,"Управление организациями производственной и социальной сфер"
909,2003,"Менеджмент организации"
910,2005,"Менеджмент организации"
911,2128,"Государственная политика и управление"
912,2380,"Государственная политика и управление"
913,2263,"Психология творчества"
914,2381,"Юридическая психология"
915,2007,"Управление персоналом организации"
916,2008,"Управление персоналом организации"
